R	1.81555	0.568	5.4216	0.033015	-0.0824219	0.229024	0.118054	2.14885	1.4935	1.56259
L	2.1168	0.600688	5.44075	0.0504594	-0.0450744	0.212655	0.109305	1.99146	1.3856	0.494669
R	2.33829	0.640164	5.29521	0.0894149	-0.0358927	0.200984	0.102944	1.86305	1.3047	2.32155
L	2.61301	0.663942	5.30838	0.0837854	-0.0457877	0.190774	0.0987601	1.75679	1.23657	0.104785
R	2.88258	0.657065	5.32876	0.0415424	-0.18274	0.181863	0.0947326	1.66715	1.17396	0.128359
L	3.11843	0.659176	5.29932	0.0307448	-0.194087	0.17508	0.0912036	1.58988	1.11949	0.659905
R	3.40789	0.554171	5.37238	-0.129587	-0.684801	0.168256	0.0895327	1.52271	1.09719	1.91003
L	3.71376	0.442537	5.45157	-0.261541	-0.976197	0.161658	0.100388	1.46314	1.13835	2.96211
R	3.99368	0.532754	5.44886	-0.10342	-0.375762	0.155841	0.100645	1.41131	1.11393	3.8302
L	4.27009	0.527309	5.44413	-0.0967896	-0.310648	0.150809	0.101905	1.36482	1.09183	0.256398
R	4.52955	0.567302	5.35785	-0.0499646	-0.166808	0.146269	0.101103	1.32217	1.064	1.37613
L	4.71731	0.68216	5.18858	0.0625988	0.094718	0.142187	0.0981537	1.2827	1.03242	10.5644
R	4.96928	0.681571	5.11414	0.0523685	0.0664095	0.138567	0.0953892	1.24665	1.00333	1.62579
L	5.27229	0.673447	5.18805	0.0352441	0.0276816	0.134871	0.0929674	1.21341	0.976971	3.29173
R	5.53209	0.679565	5.2487	0.0353962	0.0252488	0.131457	0.0908736	1.18282	0.952841	1.67911
L	5.8295	0.691784	5.3003	0.0369332	0.0257767	0.128604	0.0890364	1.15471	0.930682	1.97102
R	6.07249	0.617034	5.19838	-0.0211861	-0.0718995	0.125772	0.0913377	1.1282	0.916016	3.85794
L	6.32795	0.731134	5.18436	0.0554361	0.0535251	0.123111	0.0896802	1.10341	0.89651	3.27577
R	6.5779	0.764473	5.13925	0.070112	0.0715018	0.120567	0.0879785	1.08018	0.878024	0.374882
L	6.82668	0.759717	5.12948	0.0597934	0.0515617	0.118144	0.0869852	1.05836	0.861445	0.24139
R	7.06875	0.744024	5.01464	0.043732	0.0253572	0.115855	0.0875903	1.03807	0.847565	2.72459
L	7.28729	0.826704	4.96981	0.0872162	0.0822557	0.113999	0.0864618	1.01917	0.832485	2.38079
R	7.58268	0.838681	5.13756	0.0838584	0.0722256	0.111948	0.0858927	1.00081	0.818681	4.96925
L	7.83539	0.814126	5.13058	0.0624919	0.0404164	0.110007	0.0876698	0.983409	0.80773	0.641106
R	8.08407	0.83278	5.04478	0.0656341	0.0413134	0.108183	0.0902227	0.966932	0.798043	2.31374
L	8.32199	0.847927	5.02492	0.0674054	0.0410396	0.106552	0.0938731	0.951278	0.789676	0.290498
R	8.59296	0.937089	5.17346	0.105521	0.0853615	0.104895	0.0949195	0.936402	0.7793	6.68245
L	8.83234	0.993667	5.15025	0.124756	0.103408	0.103388	0.0954489	0.92216	0.768928	0.60115
R	9.12318	1.03304	5.21819	0.131526	0.104973	0.101881	0.0962253	0.908793	0.759165	6.84333
L	9.36232	1.06408	5.18945	0.135861	0.104059	0.100415	0.0976731	0.895942	0.750292	0.606978
R	9.64259	1.13708	5.25275	0.157342	0.12301	0.0991368	0.0982997	0.883927	0.741121	4.39625
L	9.91908	1.26194	5.29344	0.201075	0.166956	0.0982287	0.0972995	0.872505	0.73119	3.02829
R	10.1659	1.35041	5.18937	0.227483	0.189669	0.097327	0.0960639	0.861058	0.721531	4.90746
L	10.3909	1.42935	5.15416	0.247478	0.202309	0.0962001	0.0948254	0.849979	0.712222	1.12801
R	10.621	1.51062	5.02128	0.268911	0.217953	0.095016	0.0936566	0.839406	0.703263	3.76739
L	10.8449	1.54166	4.9838	0.264595	0.200387	0.0938587	0.0925822	0.829246	0.694787	1.15972
R	11.1119	1.59346	5.05619	0.265034	0.188077	0.0927598	0.0917197	0.819315	0.686795	2.09769
L	11.3924	1.64062	5.1027	0.262222	0.173333	0.0920017	0.0912943	0.8098	0.679485	2.05704
R	11.6228	1.69652	5.04016	0.267961	0.170656	0.0911378	0.0913427	0.800556	0.672871	0.767162
L	11.8521	1.76062	5.01987	0.276101	0.170304	0.0902096	0.0918205	0.791619	0.666807	0.293745
R	12.1097	1.85062	5.1127	0.290961	0.176495	0.0894696	0.0921463	0.783173	0.660685	1.49017
L	12.3528	1.88074	5.09201	0.280185	0.153397	0.0888121	0.0942503	0.775099	0.656147	0.653138
R	12.6098	1.943	5.16117	0.28134	0.144474	0.0884672	0.0973664	0.767802	0.652381	0.876363
L	12.8109	2.07454	5.12158	0.319644	0.181348	0.0877159	0.0989668	0.76038	0.647466	3.28387
R	13.0799	2.18348	5.24922	0.335948	0.187609	0.0874358	0.10018	0.75404	0.642238	3.18583
L	13.2848	2.3229	5.21497	0.37293	0.220333	0.086814	0.100407	0.747441	0.636465	2.60883
R	13.4624	2.46213	5.0387	0.414452	0.260881	0.0859789	0.100029	0.740247	0.63059	11.1351
L	13.7128	2.57961	5.07611	0.431254	0.265129	0.085197	0.0995581	0.733327	0.624813	0.9084
R	13.9324	2.69037	5.04567	0.448071	0.270243	0.0844192	0.0991437	0.726561	0.619236	0.204504
L	14.1618	2.84512	5.07811	0.480111	0.291779	0.0836833	0.0983626	0.719983	0.613605	0.719586
R	14.4129	2.95749	5.18074	0.484357	0.275746	0.0831837	0.0976702	0.714002	0.608137	1.3759
L	14.6188	3.0304	5.11572	0.480668	0.255684	0.0825872	0.0976693	0.708182	0.603203	2.19523
R	14.8512	3.18549	5.19949	0.505108	0.266791	0.0821602	0.0972752	0.70288	0.598112	3.69202
L	15.061	3.37843	5.22754	0.548607	0.301834	0.0817085	0.0964577	0.697503	0.593043	1.18577
R	15.2718	3.54345	5.18585	0.579782	0.32382	0.0812713	0.0956782	0.691958	0.588168	2.68046
L	15.4867	3.73209	5.22286	0.6144	0.345054	0.0809214	0.0952704	0.686503	0.583747	0.674481
R	15.6975	3.86618	5.19815	0.625006	0.337955	0.0806508	0.094772	0.681206	0.579249	0.982508
L	15.9192	4.0103	5.20517	0.635669	0.330691	0.0806688	0.0942547	0.676171	0.574778	0.191124
R	16.1143	4.16962	5.12223	0.660867	0.346208	0.0806283	0.0938265	0.670987	0.57036	1.75236
L	16.3116	4.36549	5.15483	0.693162	0.363375	0.0806147	0.0939553	0.665895	0.566289	0.42623
R	16.522	4.52986	5.18135	0.706678	0.356874	0.0809033	0.0941739	0.661027	0.562299	0.628594
L	16.6994	4.69722	5.1579	0.727441	0.360346	0.0809882	0.0944703	0.656219	0.558369	0.508279
R	16.8528	4.88022	5.00303	0.767594	0.397492	0.080662	0.0950729	0.651428	0.55443	4.20405
L	17.0162	5.10722	5.04416	0.809756	0.422951	0.080194	0.097014	0.64684	0.551056	0.749211
R	17.1868	5.27209	5.00168	0.825946	0.419405	0.0796943	0.0986404	0.642384	0.547515	1.5762
L	17.3442	5.45425	4.98713	0.84817	0.420905	0.0791445	0.10033	0.638064	0.544022	0.175722
R	17.5013	5.61661	4.92112	0.864261	0.418569	0.078593	0.101518	0.633913	0.540369	2.97347
L	17.6912	5.74159	4.87401	0.854897	0.384211	0.0781003	0.101589	0.629622	0.536666	1.46682
R	17.8369	5.93021	4.81864	0.883082	0.399733	0.0775754	0.101678	0.625544	0.533061	0.843358
L	18.0088	6.12565	4.84955	0.899917	0.396092	0.077097	0.101837	0.621446	0.529517	0.826073
R	18.1604	6.33004	4.87627	0.922562	0.398534	0.076623	0.102153	0.617398	0.526026	0.794834
L	18.2813	6.57282	4.91708	0.964719	0.423687	0.0761287	0.10331	0.613536	0.522667	0.790195
R	18.4146	6.78289	4.90947	0.9909	0.431204	0.075667	0.10464	0.609799	0.51938	0.267156
L	18.5603	6.9199	4.82399	0.986628	0.402189	0.0751981	0.104757	0.605987	0.516134	1.63232
R	18.7106	7.1266	4.88646	0.99734	0.386033	0.0747281	0.104881	0.602189	0.512919	0.753987
L	18.9057	7.2679	4.84595	0.977048	0.341606	0.074669	0.10436	0.598766	0.510164	3.7748
R	18.9963	7.46266	4.73422	1.01288	0.371457	0.0743184	0.103774	0.595152	0.507742	3.77639
L	19.0864	7.73309	4.80814	1.0621	0.405874	0.0738729	0.103578	0.591557	0.50482	1.57366
R	19.2086	7.93803	4.81748	1.07653	0.397264	0.0734495	0.103276	0.588057	0.501975	0.268693
L	19.287	8.15714	4.80244	1.10898	0.411208	0.073036	0.102979	0.58459	0.499153	1.3269
R	19.387	8.36669	4.81794	1.12527	0.401541	0.0726396	0.102594	0.58122	0.496376	2.207
L	19.4811	8.51276	4.70187	1.12854	0.382826	0.0722634	0.102018	0.577987	0.494235	3.37508
R	19.5742	8.71702	4.66666	1.14959	0.387891	0.0718914	0.101517	0.574827	0.49233	0.481816
L	19.7337	8.89527	4.65169	1.13715	0.352894	0.0716846	0.101373	0.572337	0.491019	4.05075
R	19.8098	9.11174	4.60982	1.16791	0.373595	0.071445	0.101371	0.56973	0.489874	0.968843
L	19.9377	9.34512	4.66539	1.17767	0.364031	0.0717891	0.10135	0.567712	0.488471	3.21943
R	19.9867	9.5592	4.57889	1.21817	0.399654	0.0718535	0.101556	0.56523	0.487444	2.53868
L	20.0717	9.80638	4.6343	1.24257	0.404694	0.0721994	0.101609	0.562953	0.48596	0.967621
R	20.1332	10.0565	4.70101	1.26993	0.408111	0.0725948	0.101515	0.560825	0.484024	7.30616
L	20.1798	10.3372	4.78332	1.31003	0.429743	0.072909	0.101104	0.558527	0.481669	1.11484
R	20.1979	10.5688	4.72066	1.35556	0.466705	0.0728869	0.100738	0.555858	0.479448	2.98173
L	20.2544	10.8495	4.80771	1.38528	0.473668	0.0730596	0.100228	0.553238	0.477021	2.1663
R	20.2828	11.1083	4.85149	1.41594	0.478668	0.0731732	0.0997163	0.550617	0.474583	4.90456
L	20.3169	11.3483	4.8516	1.43994	0.478741	0.0733727	0.0992121	0.548066	0.472181	1.5463e-05
R	20.2657	11.5915	4.75741	1.51345	0.555586	0.0730299	0.0987162	0.54537	0.469876	10.8346
L	20.3362	11.8337	4.77508	1.51891	0.531739	0.073054	0.0982282	0.54267	0.467584	4.72334
R	20.3611	12.0693	4.82248	1.52583	0.493909	0.0732688	0.0977455	0.540141	0.465288	3.62992
L	20.3456	12.3633	4.91613	1.56568	0.509652	0.0732909	0.0974077	0.537544	0.463102	1.14192
R	20.2974	12.5986	4.84543	1.62224	0.561406	0.0730056	0.097045	0.535023	0.460873	3.3406
L	20.3226	12.8372	4.83842	1.63428	0.544533	0.0729651	0.0966768	0.532471	0.458674	1.81767
R	20.3115	13.0654	4.80727	1.6598	0.545787	0.0729865	0.0962685	0.529955	0.456508	2.09242
L	20.2776	13.2761	4.75732	1.68865	0.547596	0.0729193	0.0958178	0.527474	0.454413	0.988249
R	20.2398	13.5095	4.76426	1.71519	0.542401	0.0727955	0.0953737	0.525028	0.452337	1.2882
L	20.217	13.7725	4.81178	1.73785	0.537568	0.0727896	0.0949578	0.522614	0.450257	1.33956
R	20.163	13.9971	4.77931	1.77348	0.553596	0.0726937	0.0945294	0.520243	0.448224	0.86211
L	20.1055	14.2567	4.82913	1.80397	0.556381	0.0725427	0.0941558	0.517927	0.446201	0.388598
R	20.034	14.4848	4.82482	1.83567	0.559452	0.0723067	0.0937704	0.515667	0.444205	1.38554
L	19.9227	14.745	4.89477	1.8803	0.576556	0.0719939	0.0934994	0.513672	0.442246	1.24515
R	19.8566	14.9615	4.87518	1.89769	0.554684	0.0716822	0.0931691	0.511568	0.44031	3.37282
L	19.8278	15.1759	4.82096	1.90651	0.535355	0.0714534	0.0927979	0.509348	0.438392	2.12731
R	19.6989	15.3822	4.75688	1.97912	0.622005	0.0711521	0.0923995	0.507522	0.436682	7.99883
L	19.6735	15.564	4.65109	1.98578	0.597171	0.0710022	0.0920602	0.505395	0.435194	3.3428
R	19.5831	15.7647	4.63134	2.01189	0.590457	0.070871	0.0918117	0.503275	0.433793	1.27327
L	19.4769	15.982	4.65087	2.04219	0.591164	0.0706995	0.0915747	0.501198	0.432369	0.0468306
R	19.3771	16.1879	4.65699	2.05879	0.564105	0.0705604	0.0913973	0.49911	0.430861	1.77971
L	19.268	16.3652	4.60879	2.08864	0.566057	0.0704346	0.0914967	0.497044	0.429554	0.533576
R	19.1528	16.5589	4.59812	2.11816	0.56918	0.07032	0.0917528	0.495003	0.428326	0.246805
L	19.0178	16.7757	4.64653	2.14822	0.570557	0.070136	0.091901	0.492995	0.42697	0.257515
R	18.8615	16.968	4.65521	2.20625	0.629449	0.0698637	0.0921528	0.491181	0.425978	6.72052
L	18.6791	17.2147	4.79561	2.24246	0.63341	0.0696544	0.092008	0.489761	0.424638	2.02497
R	18.5776	17.417	4.77693	2.22888	0.550426	0.0693778	0.0918261	0.487877	0.423035	5.96344
L	18.3578	17.6162	4.86974	2.27696	0.570499	0.0694078	0.0916075	0.48635	0.421443	3.85449
R	18.2212	17.8079	4.86076	2.28129	0.524175	0.0693409	0.0913729	0.484579	0.419801	2.40039
L	18.0907	17.9918	4.83033	2.29793	0.514816	0.0691446	0.0911397	0.482734	0.418175	0.921763
R	17.9158	18.1462	4.80546	2.34033	0.544034	0.069025	0.0910485	0.480956	0.416639	1.96728
L	17.7901	18.2826	4.70375	2.36172	0.538906	0.0687698	0.0912731	0.479117	0.415237	1.05144
R	17.6592	18.4612	4.67954	2.36926	0.511941	0.0685456	0.0914157	0.47735	0.413742	6.65792
L	17.4587	18.6484	4.75539	2.3977	0.51428	0.0682874	0.0913831	0.475557	0.412203	0.548041
R	17.2799	18.7883	4.7318	2.4321	0.528988	0.0680322	0.0915173	0.473783	0.410728	1.73231
L	17.121	18.9223	4.67813	2.45671	0.52749	0.0678079	0.0918598	0.47207	0.409313	0.276445
R	16.9536	19.0926	4.68936	2.46895	0.507183	0.0676559	0.0920094	0.470434	0.407825	3.08389
L	16.7349	19.2099	4.69921	2.50932	0.522191	0.0674203	0.0924374	0.468754	0.406402	2.69466
R	16.5434	19.3647	4.72571	2.53288	0.522691	0.0671937	0.0927109	0.467084	0.404956	3.2552
L	16.3115	19.5316	4.82079	2.55853	0.52139	0.0669633	0.092713	0.465401	0.403497	0.848573
R	16.0898	19.6143	4.79444	2.60839	0.555378	0.0667851	0.0931381	0.46375	0.402154	10.074
L	15.8824	19.7597	4.82543	2.62867	0.547584	0.0666139	0.0933489	0.46212	0.400764	0.752543
R	15.6959	19.8824	4.77848	2.63503	0.506151	0.066387	0.0935226	0.460504	0.39935	3.27014
L	15.4592	20.0395	4.86841	2.65281	0.497624	0.0662243	0.0933869	0.458893	0.398004	1.26509
R	15.2436	20.1845	4.90055	2.66389	0.477823	0.0660633	0.0931052	0.457297	0.396843	5.6488
L	15.0589	20.3125	4.86721	2.67615	0.466583	0.0658354	0.0927858	0.455738	0.395845	1.92821
R	14.8278	20.3961	4.86724	2.71257	0.485519	0.0656173	0.0924825	0.45418	0.39472	2.11006
L	14.6129	20.5142	4.87534	2.72957	0.478202	0.0653943	0.0921697	0.452643	0.393755	0.625466
R	14.3731	20.6039	4.90525	2.76435	0.499185	0.0651873	0.0918644	0.451112	0.392711	1.22731
L	14.1274	20.6773	4.91903	2.79629	0.506004	0.0650267	0.0915584	0.449604	0.391613	0.682061
R	13.8879	20.7505	4.93503	2.83051	0.523529	0.0649021	0.0912561	0.448131	0.390442	0.357821
L	13.6115	20.8156	4.99645	2.86449	0.530611	0.0650663	0.0909562	0.446775	0.389239	1.55725
R	13.3601	20.8488	5.01542	2.91548	0.574908	0.0653894	0.0906686	0.445541	0.387959	2.44226
L	13.1179	20.8875	4.99955	2.94857	0.579477	0.0657706	0.0904124	0.44429	0.38672	0.19024
R	12.8846	20.9466	4.98611	2.97041	0.570978	0.0661002	0.0901365	0.443002	0.385482	1.7847
L	12.6951	20.9846	4.88742	2.99452	0.568279	0.0660372	0.08987	0.441584	0.384266	2.09586
R	12.4386	21.0271	4.92455	3.02217	0.569545	0.0660765	0.0895949	0.440208	0.38307	2.53163
L	12.1934	21.0636	4.93181	3.047	0.565721	0.066145	0.0893148	0.438848	0.381883	0.12447
R	11.9541	21.0836	4.93074	3.07798	0.573454	0.0661942	0.0890408	0.437495	0.380748	0.980343
L	11.7161	21.0523	4.89399	3.12191	0.589705	0.0662111	0.0889086	0.436125	0.37985	1.96043
R	11.4684	21.039	4.89534	3.15739	0.596827	0.0662584	0.088911	0.434764	0.379146	1.09378
L	11.259	21.0298	4.83194	3.1875	0.59849	0.0661247	0.0890108	0.43343	0.378547	0.707535
R	11.0032	20.9918	4.85333	3.22676	0.608789	0.0660432	0.0894236	0.432104	0.378301	4.16207
L	10.7994	20.9515	4.78115	3.26377	0.617243	0.065846	0.0901892	0.430906	0.378349	0.562736
R	10.5543	20.9481	4.74822	3.27241	0.576482	0.065652	0.0908316	0.429797	0.377936	5.50616
L	10.2648	20.9788	4.85882	3.27447	0.545956	0.0656091	0.0910017	0.428516	0.377141	3.45779
R	10.0275	20.9595	4.84994	3.29445	0.536302	0.0655356	0.091129	0.42726	0.37628	1.02108
L	9.84225	20.9177	4.75363	3.32535	0.542756	0.0653406	0.0913405	0.426212	0.375469	1.58884
R	9.61587	20.9051	4.68526	3.3285	0.500313	0.0651673	0.0913796	0.425341	0.374408	2.28378
L	9.42805	20.8525	4.61077	3.35937	0.508023	0.065233	0.0914881	0.424818	0.373372	0.773093
R	9.21315	20.8084	4.59913	3.38337	0.508351	0.065504	0.0915697	0.424387	0.372333	1.42285
L	8.90524	20.7818	4.74975	3.38829	0.483883	0.0653619	0.0914944	0.423376	0.371251	2.70761
R	8.69592	20.7011	4.72209	3.42372	0.498278	0.0653471	0.0915412	0.422509	0.370218	4.33022
L	8.40858	20.6205	4.83235	3.44603	0.493348	0.0651655	0.091696	0.421404	0.369227	2.94705
R	8.18052	20.5406	4.83941	3.4743	0.49949	0.0649979	0.0919232	0.420325	0.368286	0.0729841
L	7.93416	20.4613	4.872	3.49583	0.495255	0.0648161	0.0921774	0.419213	0.367359	0.14792
R	7.71791	20.3756	4.88592	3.52729	0.511078	0.0646632	0.0924686	0.418128	0.366539	3.42061
L	7.39507	20.3194	5.0459	3.52358	0.477384	0.0646613	0.0925391	0.416972	0.365594	3.34151
R	7.16079	20.2241	5.03513	3.54449	0.470882	0.0646841	0.0926359	0.415814	0.364643	0.242753
L	6.89284	20.1409	5.09437	3.55525	0.45645	0.0650095	0.0926519	0.414744	0.363664	0.521778
R	6.6668	20.0501	5.06234	3.57121	0.445251	0.0653274	0.0926116	0.413649	0.362662	0.563517
L	6.4194	19.9578	5.08848	3.58472	0.435701	0.0658725	0.0925074	0.412616	0.36166	0.242308
R	6.20281	19.8647	5.06013	3.60225	0.431653	0.066347	0.0923383	0.411557	0.360667	2.94203
L	5.93808	19.7705	5.11828	3.60931	0.415512	0.0673504	0.0921163	0.410662	0.359701	0.612334
R	5.70102	19.6268	5.18759	3.6437	0.439264	0.0686018	0.0919573	0.409836	0.358738	1.76212
L	5.53691	19.5017	5.08312	3.67741	0.453428	0.0691624	0.0918005	0.408769	0.357788	1.72476
R	5.33456	19.3532	5.07629	3.7099	0.466	0.0696009	0.0917193	0.407677	0.356904	1.78718
L	5.12593	19.2507	5.05056	3.72216	0.454987	0.0700105	0.0915307	0.40659	0.35597	1.98585
R	4.94152	19.1382	4.9519	3.73597	0.438269	0.070209	0.0912973	0.405519	0.355028	4.70068
L	4.78603	18.9878	4.88096	3.77219	0.454887	0.0701184	0.0910768	0.404596	0.354088	0.723426
R	4.57404	18.8378	4.94136	3.79591	0.461027	0.0700642	0.0908648	0.403627	0.353169	1.53695
L	4.40066	18.7064	4.89473	3.8176	0.460614	0.0699179	0.0906311	0.402761	0.352246	1.10889
R	4.22573	18.5634	4.82401	3.83597	0.449235	0.0697383	0.0903948	0.402053	0.351335	1.24385
L	4.10748	18.4103	4.72341	3.87509	0.469474	0.069733	0.0901606	0.401914	0.350431	1.75264
R	3.91469	18.2381	4.87205	3.90782	0.495374	0.0697274	0.0899296	0.401526	0.349619	7.35714
L	3.64962	18.095	4.98193	3.89763	0.454759	0.0695499	0.0897046	0.400637	0.348769	2.70649
R	3.49351	17.9448	4.87244	3.91425	0.439975	0.0693945	0.0895058	0.399948	0.347879	3.42894
L	3.2605	17.7767	4.95478	3.91678	0.416909	0.0692393	0.0893162	0.399028	0.346995	1.20581
R	3.07444	17.5933	5.03495	3.94296	0.431397	0.0690937	0.089113	0.398086	0.346162	2.27405
L	2.90041	17.475	4.97777	3.94607	0.412614	0.0689403	0.0891094	0.397145	0.345293	6.20359
R	2.7503	17.2596	5.05773	3.99113	0.450979	0.0687679	0.08897	0.3963	0.344561	2.94377
L	2.57487	17.072	5.06843	4.00918	0.445882	0.0685966	0.0888227	0.395473	0.343852	0.0391576
R	2.41591	16.9068	4.94809	4.01626	0.417738	0.0684313	0.0887545	0.394763	0.343002	2.21656
L	2.25376	16.7347	4.93621	4.03032	0.410587	0.0682728	0.0887707	0.394072	0.342156	0.516719
R	2.08098	16.5385	4.91318	4.04045	0.391639	0.068108	0.0887711	0.393379	0.341331	4.90234
L	1.92395	16.3082	4.9593	4.06727	0.398548	0.0679484	0.0886355	0.392747	0.3405	2.22274
R	1.7736	16.1322	4.88735	4.07576	0.379747	0.0678014	0.0885806	0.392183	0.339701	0.952454
L	1.56732	15.9632	4.93301	4.06551	0.346946	0.0676642	0.0886866	0.391336	0.338958	1.79102
R	1.43383	15.7322	5.02581	4.10262	0.378312	0.0675033	0.0886489	0.390569	0.338149	2.02245
L	1.25921	15.5125	5.07899	4.1127	0.367646	0.0673757	0.0885551	0.38973	0.337364	0.722955
R	1.1038	15.3199	5.05023	4.11956	0.351796	0.0672668	0.088522	0.388884	0.336561	1.01112
L	0.88811	15.0986	5.15157	4.11155	0.32188	0.0675207	0.0884428	0.387966	0.335769	2.19146
R	0.748105	14.9195	5.0457	4.11541	0.30045	0.0677498	0.0885151	0.38705	0.335029	2.61391
L	0.650004	14.7071	5.00071	4.14663	0.318907	0.0677297	0.0885948	0.386201	0.334283	0.502774
R	0.532725	14.4657	5.07712	4.17968	0.34496	0.0676349	0.0885505	0.385436	0.333511	1.74555
L	0.356845	14.2416	5.13714	4.17958	0.324896	0.067718	0.0884808	0.384568	0.332755	0.774625
R	0.224196	13.9883	5.27127	4.20876	0.350238	0.0678	0.0883137	0.383722	0.332293	2.67917
L	0.21713	13.7421	5.16214	4.27393	0.40467	0.0676969	0.0881144	0.38375	0.331909	4.05321
R	0.107594	13.4985	5.22511	4.29818	0.413835	0.0676551	0.0879137	0.383979	0.331823	0.808328
L	-0.0590959	13.2643	5.28081	4.29288	0.383753	0.0675099	0.0877212	0.383775	0.331779	1.16422
R	-0.175543	13.0476	5.19321	4.29866	0.362041	0.0673748	0.0875237	0.383645	0.331373	1.28452
L	-0.172548	12.8262	5.07355	4.35578	0.408213	0.0679491	0.0873257	0.385087	0.330889	3.70911
R	-0.286108	12.6016	5.00086	4.35862	0.381313	0.0685646	0.0871288	0.386477	0.330223	3.2698
L	-0.404805	12.3663	5.03004	4.36373	0.364942	0.0691487	0.0869339	0.387653	0.329578	0.337946
R	-0.521945	12.1585	4.9758	4.36134	0.337804	0.069698	0.0867481	0.388592	0.328853	3.66187
L	-0.598215	11.942	4.94624	4.37883	0.339086	0.0706181	0.0865842	0.389868	0.328123	0.505305
R	-0.719183	11.7133	4.94753	4.37582	0.313632	0.0714033	0.0864298	0.390779	0.327397	2.78902
L	-0.917679	11.4662	5.05637	4.34294	0.256548	0.0714634	0.0862555	0.390532	0.326677	4.46052
R	-1.01269	11.2431	4.96148	4.34515	0.235425	0.0715883	0.0861019	0.39032	0.326009	2.69431
L	-1.19192	11.0143	5.02969	4.31771	0.190206	0.0714462	0.0859648	0.389596	0.325351	2.65086
R	-1.27461	10.768	5.10177	4.34053	0.213157	0.0713457	0.0858098	0.388969	0.324643	1.27442
L	-1.40772	10.5118	5.16211	4.3359	0.195219	0.0711949	0.0856314	0.388211	0.323947	0.969373
R	-1.50044	10.2478	5.23865	4.35326	0.208985	0.0710519	0.0854482	0.387498	0.323348	1.2502
L	-1.59617	10.0386	5.19197	4.35742	0.202671	0.0709137	0.085277	0.386804	0.322688	2.10242
R	-1.68237	9.81069	5.13999	4.3643	0.195823	0.0707949	0.0851241	0.386159	0.322001	0.581445
L	-1.75552	9.59231	5.09549	4.37704	0.199747	0.0707383	0.0850232	0.385635	0.321316	0.811695
R	-1.87043	9.33793	5.1828	4.37884	0.195126	0.0706269	0.0848904	0.385012	0.320662	2.54881
L	-1.95672	9.04247	5.25731	4.39296	0.198915	0.0705338	0.0847136	0.384444	0.320128	3.917
R	-2.03878	8.8225	5.16582	4.39451	0.183264	0.0704717	0.0845393	0.383917	0.319474	1.96027
L	-2.13646	8.56985	5.19146	4.39695	0.175385	0.0703917	0.0843624	0.383356	0.31884	0.150629
R	-2.26764	8.31353	5.24179	4.38436	0.149566	0.0702464	0.0841891	0.382628	0.31823	2.83623
L	-2.31087	8.08343	5.18125	4.40678	0.167097	0.0701855	0.0840145	0.382117	0.317595	0.815899
R	-2.36828	7.87462	5.09127	4.41774	0.168467	0.0702542	0.0838772	0.381794	0.316939	5.48481
L	-2.48511	7.62141	5.14282	4.40892	0.148532	0.0702037	0.0837259	0.381275	0.316289	0.794512
R	-2.64486	7.38669	5.12203	4.37134	0.0845302	0.0700666	0.0835924	0.380499	0.31567	5.78742
L	-2.75119	7.12966	5.1641	4.36829	0.0758791	0.0699584	0.0834398	0.379722	0.315034	0.382327
R	-2.81167	6.89701	5.15302	4.38628	0.0981082	0.0698182	0.0833084	0.378983	0.314396	1.60944
L	-2.8484	6.69476	5.04757	4.40577	0.115348	0.0697259	0.0833056	0.378428	0.313816	2.33346
R	-2.90405	6.47896	4.9288	4.40843	0.100082	0.0697333	0.083442	0.377979	0.313453	3.69755
L	-2.95957	6.24438	4.91151	4.42057	0.10809	0.0698917	0.0836382	0.377703	0.313093	0.200751
R	-3.08095	5.99414	4.99339	4.4079	0.0895231	0.0698771	0.0838049	0.377194	0.312602	3.79656
L	-3.16937	5.71587	5.06988	4.40997	0.0858964	0.0698524	0.0838115	0.37666	0.31201	1.85725
R	-3.2786	5.46887	5.05848	4.39096	0.0462983	0.0697588	0.0838119	0.375983	0.311467	2.40737
L	-3.37904	5.20424	5.11868	4.387	0.0388318	0.0696388	0.0837449	0.375274	0.310872	0.710509
R	-3.4476	4.95881	5.12673	4.39814	0.0540713	0.0695531	0.0836781	0.374635	0.310265	0.178033
L	-3.5685	4.67391	5.2378	4.388	0.0395443	0.0694184	0.0835284	0.373919	0.30968	2.24297
R	-3.6795	4.41966	5.23744	4.36874	0.000911955	0.0692902	0.0833709	0.373192	0.309082	2.29959
L	-3.81763	4.14213	5.34357	4.35297	-0.0159863	0.0692823	0.0832153	0.372556	0.308553	2.46201
R	-3.89673	3.90297	5.32481	4.36321	0.0051372	0.0692443	0.0830569	0.371854	0.308037	1.21195
L	-3.96576	3.67461	5.2622	4.36907	0.0106234	0.0691539	0.0828969	0.371135	0.307474	0.745301
R	-4.06354	3.47401	5.16881	4.35312	-0.0194592	0.0690855	0.0827905	0.370425	0.306891	4.25264
L	-4.15425	3.22991	5.17282	4.3525	-0.019076	0.0690201	0.0826839	0.369717	0.306307	0.00617642
R	-4.27252	2.97179	5.22291	4.3371	-0.0443042	0.0690515	0.0825505	0.369056	0.305722	0.843695
L	-4.36422	2.69482	5.28302	4.34034	-0.0379932	0.0690832	0.0823935	0.368386	0.305171	1.22534
R	-4.45065	2.44602	5.27957	4.34498	-0.0267394	0.0690898	0.0822388	0.367694	0.304637	0.162776
